ProductID,ProductName,Category,Price,UnitsSold,Rating
152,Product_152,Beauty,2642.31,14,3.9
153,Product_153,Home & Kitchen,2997.25,455,4.3
154,Product_154,Beauty,2055.11,229,1.2
155,Product_155,Books,368.33,86,4.5
156,Product_156,Beauty,1742.47,133,2
157,Product_157,Home & Kitchen,4033.98,183,3.7
158,Product_158,Home & Kitchen,122.7,386,4.2
159,Product_159,Sports,1734.15,62,3.7
160,Product_160,Books,2051.03,219,1.4
161,Product_161,Clothing,2733.24,405,3.4
162,Product_162,Clothing,4607.29,246,3.2
163,Product_163,Beauty,1797.1,230,4.6
164,Product_164,Sports,1800.07,79,2.6
165,Product_165,Electronics,3713.76,149,2.3
166,Product_166,Beauty,2315.87,138,4
167,Product_167,Sports,1200.56,471,2.7
168,Product_168,Books,2316.95,314,3.6
169,Product_169,Books,790.2,376,3.6
170,Product_170,Books,964.3,423,4.6
171,Product_171,Books,2542,389,3.4
172,Product_172,Books,2152.73,65,3
173,Product_173,Sports,4582.74,13,1.6
174,Product_174,Sports,1875.73,213,1.5
175,Product_175,Home & Kitchen,2944.88,474,1.6
176,Product_176,Clothing,3198.1,242,1.7
177,Product_177,Books,164.16,493,3.6
178,Product_178,Electronics,3351.33,213,4
179,Product_179,Sports,972.38,181,3.1
180,Product_180,Electronics,4809.24,338,4.3
181,Product_181,Electronics,828.45,485,5
182,Product_182,Electronics,2131.66,173,4.3
183,Product_183,Home & Kitchen,518.21,160,3.8
184,Product_184,Sports,4984.68,164,3.1
185,Product_185,Electronics,2560.76,465,2.8
186,Product_186,Books,3017.39,483,1.3
187,Product_187,Beauty,428.67,497,2.6
188,Product_188,Electronics,3774.81,188,4.6
189,Product_189,Home & Kitchen,1128.54,395,4.2
190,Product_190,Sports,4500.47,191,1.9
191,Product_191,Home & Kitchen,1105.18,405,2.9
192,Product_192,Electronics,1034.37,308,4.3
193,Product_193,Sports,279.09,256,1.3
194,Product_194,Beauty,2413.13,183,2.5
195,Product_195,Electronics,2867.72,117,4.4
196,Product_196,Home & Kitchen,421.97,282,2.6
197,Product_197,Clothing,3900.09,196,1.3
198,Product_198,Books,2321.12,34,3.2
199,Product_199,Home & Kitchen,2669.51,52,4.4
200,Product_200,Sports,2259.74,112,3.4
201,Product_201,Electronics,2063.74,252,1.9
202,Product_202,Books,2842.24,82,2.5
203,Product_203,Electronics,860.68,232,2.8
204,Product_204,Sports,991.45,227,3.3
205,Product_205,Electronics,4322.75,233,4
206,Product_206,Clothing,4735.97,221,1.4
207,Product_207,Books,1929.22,436,4.6
208,Product_208,Books,1426.65,413,1
209,Product_209,Sports,3255.6,422,2.5
210,Product_210,Clothing,2102.8,42,1.1
211,Product_211,Home & Kitchen,224.39,21,2.6
212,Product_212,Electronics,865.15,42,3.1
213,Product_213,Beauty,3608.26,397,3
214,Product_214,Electronics,3328.73,113,1.7
215,Product_215,Electronics,232.77,105,3.6
216,Product_216,Home & Kitchen,1187.66,192,1.2
217,Product_217,Electronics,1232.27,17,4
218,Product_218,Clothing,3392.27,120,4.8
219,Product_219,Clothing,196.58,393,2.4
220,Product_220,Books,610.13,425,3.1
221,Product_221,Sports,4019.59,129,2.5
222,Product_222,Beauty,974.87,130,1
223,Product_223,Electronics,3298.46,60,2.5
224,Product_224,Electronics,1267.1,48,4.2
225,Product_225,Home & Kitchen,587.26,29,3.4
226,Product_226,Sports,1291.54,97,1.4
227,Product_227,Clothing,3639.11,10,4.4
228,Product_228,Beauty,4292.91,242,3.1
229,Product_229,Books,4168.08,314,4.4
230,Product_230,Clothing,2046.2,444,3.3
231,Product_231,Sports,3373.62,232,3.2
232,Product_232,Books,1104.42,277,1.4
233,Product_233,Home & Kitchen,1536.42,284,1.7
234,Product_234,Home & Kitchen,4492.05,203,4.9
235,Product_235,Electronics,163.71,247,1.9
236,Product_236,Sports,518.99,290,4.9
237,Product_237,Beauty,1118.64,264,3.1
238,Product_238,Books,230.01,443,1.5
239,Product_239,Clothing,989.03,214,1.4
240,Product_240,Sports,2956.9,200,1.8
241,Product_241,Sports,2164.98,433,4.7
242,Product_242,Home & Kitchen,4474.09,79,2.7
243,Product_243,Electronics,4105.47,401,2.6
244,Product_244,Electronics,1774.91,444,2.3
245,Product_245,Books,1371.17,343,1.6
246,Product_246,Home & Kitchen,1960.49,344,3
247,Product_247,Sports,2992.45,173,1.5
248,Product_248,Beauty,1413.51,467,4.3
249,Product_249,Home & Kitchen,3158.33,69,2.5
250,Product_250,Books,2106.12,416,2.5
251,Product_251,Books,2805.03,428,2.9
252,Product_252,Home & Kitchen,2237.02,449,2.8
253,Product_253,Books,1542.88,87,5
254,Product_254,Home & Kitchen,4747.42,101,3.2
255,Product_255,Clothing,3841.67,8,1.4
256,Product_256,Home & Kitchen,786.55,333,3.4
257,Product_257,Home & Kitchen,4355.49,200,1.6
258,Product_258,Books,2488.41,87,1.1
259,Product_259,Books,4483.31,43,4.9
260,Product_260,Electronics,4019.29,385,4.1
261,Product_261,Electronics,2183.55,109,4.9
262,Product_262,Clothing,210.1,435,2.9
263,Product_263,Electronics,1416.52,408,3.1
264,Product_264,Home & Kitchen,2754.01,483,1.7
265,Product_265,Books,3204.04,152,2
266,Product_266,Electronics,1363.65,17,4.4
267,Product_267,Electronics,782.84,133,2.4
268,Product_268,Clothing,4191.16,148,4.3
269,Product_269,Sports,4923.57,277,3.8
270,Product_270,Clothing,2675.88,232,1.7
271,Product_271,Home & Kitchen,941.23,314,3
272,Product_272,Books,1434.31,415,3.7
273,Product_273,Clothing,190.11,366,1.9
274,Product_274,Electronics,4580.06,228,4.3
275,Product_275,Books,676.98,139,3.2
276,Product_276,Books,2924.93,436,1.7
277,Product_277,Electronics,1442.87,399,3.3
278,Product_278,Clothing,2815.47,211,5
279,Product_279,Electronics,3291.96,391,1.6
280,Product_280,Sports,4165.73,499,4.3
281,Product_281,Books,1111.46,28,1.8
282,Product_282,Beauty,153.88,51,4.1
283,Product_283,Beauty,770.74,491,3.9
284,Product_284,Home & Kitchen,4510.09,442,2.2
285,Product_285,Electronics,4382.06,261,2.3
286,Product_286,Electronics,3027.32,261,4.2
287,Product_287,Home & Kitchen,3042.53,350,2.8
288,Product_288,Home & Kitchen,3358.68,352,3.9
289,Product_289,Home & Kitchen,959.32,8,1.6
290,Product_290,Books,4580.62,320,4.4
291,Product_291,Sports,2151.98,138,3.8
292,Product_292,Electronics,1977.38,38,4.6
293,Product_293,Books,2642.7,111,1.5
294,Product_294,Home & Kitchen,330.13,480,3.4
295,Product_295,Electronics,914.79,368,3.4
296,Product_296,Books,3716.36,220,2.4
297,Product_297,Sports,505.71,337,2.8
298,Product_298,Books,3055.45,223,1.2
299,Product_299,Sports,1302.21,136,4
300,Product_300,Home & Kitchen,2007.55,256,3.2
301,Product_301,Sports,1514.6,360,1.2
302,Product_302,Electronics,1842.8,409,3.7
303,Product_303,Home & Kitchen,3623.32,329,2.9
304,Product_304,Electronics,1555.9,450,1.1
305,Product_305,Beauty,2875.38,463,4.9
306,Product_306,Clothing,2432.65,434,4.8
307,Product_307,Sports,3351.99,451,3.1
308,Product_308,Clothing,4690.47,49,1.4
309,Product_309,Clothing,3689.6,292,4
310,Product_310,Sports,1153.21,382,3
311,Product_311,Home & Kitchen,252.8,324,2.2
312,Product_312,Beauty,1385.09,78,3
313,Product_313,Electronics,3015.88,105,3.1
314,Product_314,Books,351.99,169,3.3
315,Product_315,Electronics,2532.19,217,2.8
316,Product_316,Books,3024.53,378,3.4
317,Product_317,Electronics,1737.8,119,4.7
318,Product_318,Sports,3877.47,190,2.4
319,Product_319,Beauty,622.33,255,3.9
320,Product_320,Books,468.18,370,4.6
321,Product_321,Home & Kitchen,3668.12,266,2.8
322,Product_322,Electronics,2527.91,149,2.8
323,Product_323,Electronics,3473.17,164,3.4
324,Product_324,Books,2230.65,140,3.4
325,Product_325,Home & Kitchen,1307.37,347,4.2
326,Product_326,Home & Kitchen,4113.6,488,2.9
327,Product_327,Sports,4017.14,258,5
328,Product_328,Sports,3504.01,374,1.2
329,Product_329,Sports,1433.51,269,1
330,Product_330,Sports,2992.13,181,3.6
331,Product_331,Sports,1868.77,160,2.2
332,Product_332,Sports,548.75,351,2
333,Product_333,Beauty,4594.84,400,2.2
334,Product_334,Home & Kitchen,770.41,288,2
335,Product_335,Sports,4756.16,288,1.1
336,Product_336,Home & Kitchen,2285.43,380,4.9
337,Product_337,Home & Kitchen,1007.15,226,1.9
338,Product_338,Clothing,2755.31,11,3.9
339,Product_339,Beauty,4377.43,10,4.1
340,Product_340,Sports,3687.9,271,4.7
341,Product_341,Electronics,4052.15,273,1.1
342,Product_342,Books,3328.04,424,4.5
343,Product_343,Electronics,3492.16,402,3.1
344,Product_344,Beauty,4261.06,183,3.5
345,Product_345,Books,1323.37,457,3.6
346,Product_346,Beauty,2498.18,153,4.3
347,Product_347,Home & Kitchen,1183.93,488,2.3
348,Product_348,Books,4939.57,315,3.9
349,Product_349,Home & Kitchen,4725.89,334,3.1
350,Product_350,Electronics,293.19,124,4.2
351,Product_351,Electronics,3557.32,473,5
352,Product_352,Books,4633.72,114,1.8
353,Product_353,Books,984.82,278,5
354,Product_354,Sports,2882.93,414,1.4
355,Product_355,Beauty,4585.89,468,1
356,Product_356,Sports,266.34,213,1.2
357,Product_357,Beauty,3517.36,172,2.4
358,Product_358,Sports,1557.01,288,3.5
359,Product_359,Home & Kitchen,4629.54,435,1.3
360,Product_360,Books,4858.19,174,1
361,Product_361,Electronics,4726.91,113,4.7
362,Product_362,Beauty,2423.65,376,4.3
363,Product_363,Beauty,4324.01,405,4.2
364,Product_364,Electronics,4238.29,483,4.5
365,Product_365,Sports,1663.59,122,3.8
366,Product_366,Beauty,4161.69,32,1.4
367,Product_367,Home & Kitchen,281.34,222,2.6
368,Product_368,Books,3021.72,119,3.9
369,Product_369,Electronics,1227.04,39,2.1
370,Product_370,Books,690.78,497,3.7
371,Product_371,Beauty,477.07,268,1.1
372,Product_372,Beauty,3511.82,233,2.2
373,Product_373,Electronics,1765.39,431,3.2
374,Product_374,Home & Kitchen,3651.36,18,3.5
375,Product_375,Clothing,420.25,149,3.3
376,Product_376,Electronics,1644.92,397,3.8
377,Product_377,Clothing,2743.51,149,1
378,Product_378,Sports,3974.54,126,1.4
379,Product_379,Clothing,1661.89,392,4.5
380,Product_380,Home & Kitchen,3166.87,302,3.7
381,Product_381,Sports,4441.29,360,1.5
382,Product_382,Clothing,3117.73,238,4.4
383,Product_383,Sports,1241.5,135,2
384,Product_384,Clothing,219.56,151,2.9
385,Product_385,Home & Kitchen,4363.48,236,1.6
386,Product_386,Clothing,204.22,224,3.8
387,Product_387,Clothing,4386.04,203,3.7
388,Product_388,Clothing,2691.79,256,1.8
389,Product_389,Electronics,4701.43,86,4.5
390,Product_390,Electronics,4014.04,150,2.6
391,Product_391,Electronics,4989.88,235,2.2
392,Product_392,Home & Kitchen,1818.49,345,1.6
393,Product_393,Sports,3859.22,22,2.1
394,Product_394,Beauty,2069.46,348,1.1
395,Product_395,Clothing,2451.39,285,3.3
396,Product_396,Clothing,3174.78,269,4.4
397,Product_397,Home & Kitchen,4381.02,466,3.2
398,Product_398,Clothing,4922.01,258,1.9
399,Product_399,Electronics,3864.54,29,1.1
400,Product_400,Beauty,2147.06,213,1.9
401,Product_401,Books,2164.65,463,2.7
402,Product_402,Clothing,3714.15,436,4
403,Product_403,Electronics,1270.01,283,1.8
404,Product_404,Books,641.32,50,3.9
405,Product_405,Beauty,1837.65,95,4.5
406,Product_406,Books,1507.47,463,2.8
407,Product_407,Electronics,1551.91,499,4.3
408,Product_408,Sports,1244.68,407,3.2
409,Product_409,Sports,306.26,88,3.5
410,Product_410,Books,187.58,44,3.1
411,Product_411,Home & Kitchen,4939.84,461,2.9
412,Product_412,Books,2196.09,278,1.9
413,Product_413,Clothing,1983.2,171,2.2
414,Product_414,Clothing,3430.27,421,2.2
415,Product_415,Sports,1169.44,189,3.3
416,Product_416,Home & Kitchen,4754.81,353,1.5
417,Product_417,Electronics,3953.09,184,4.7
418,Product_418,Clothing,538.11,3,3.9
419,Product_419,Sports,2146.15,191,2.6
420,Product_420,Beauty,4407.68,118,1.6
421,Product_421,Sports,4729.19,19,4.5
422,Product_422,Clothing,2390.27,23,4.3
423,Product_423,Clothing,3105.72,413,3.9
424,Product_424,Sports,918.47,30,2.1
425,Product_425,Electronics,4956.73,295,2.6
426,Product_426,Books,1235.19,108,1.4
427,Product_427,Clothing,4719.39,367,1.8
428,Product_428,Sports,3283.27,281,4.1
429,Product_429,Sports,3077.91,128,3.9
430,Product_430,Home & Kitchen,2612.17,229,3.4
431,Product_431,Books,1230.28,111,4.6
432,Product_432,Beauty,964.99,136,3.3
433,Product_433,Electronics,1180.38,362,2.9
434,Product_434,Beauty,1013.55,186,2.4
435,Product_435,Books,3919.96,144,4.8
436,Product_436,Books,1815.61,72,1.3
437,Product_437,Books,383.43,129,4.7
438,Product_438,Beauty,4848.6,364,4.3
439,Product_439,Books,4430.55,261,1.5
440,Product_440,Sports,4645.99,3,3.3
441,Product_441,Beauty,4975.05,449,4.5
442,Product_442,Books,952.09,388,3.3
443,Product_443,Sports,2041.59,104,4.6
444,Product_444,Home & Kitchen,3815.37,483,4.8
445,Product_445,Books,3510.5,224,2.7
446,Product_446,Beauty,854.09,320,2.5
447,Product_447,Clothing,4097.58,362,4.7
448,Product_448,Books,1199.76,354,3.7
449,Product_449,Clothing,1196.71,491,1.5
450,Product_450,Sports,2731.17,473,1.2
451,Product_451,Home & Kitchen,3005.41,10,3.3
452,Product_452,Electronics,2942.42,405,4.7
453,Product_453,Home & Kitchen,548.29,384,4.4
454,Product_454,Books,4399.56,302,3.7
455,Product_455,Clothing,1401.44,231,1.6
456,Product_456,Clothing,734.62,219,2
457,Product_457,Beauty,4454.87,411,4.5
458,Product_458,Clothing,4782.69,66,1.7
459,Product_459,Beauty,4324.43,425,2.1
460,Product_460,Sports,4066.63,112,1.5
461,Product_461,Electronics,3310.69,13,3.7
462,Product_462,Books,2799.2,393,4.8
463,Product_463,Beauty,526.24,420,2.1
464,Product_464,Electronics,2101.42,86,2.9
465,Product_465,Clothing,1926.17,234,3.5
466,Product_466,Clothing,1372.79,90,5
467,Product_467,Electronics,3644.76,314,1.4
468,Product_468,Clothing,2529.79,54,3
469,Product_469,Sports,497.13,12,2.5
470,Product_470,Sports,1178.9,209,4.5
471,Product_471,Electronics,3447.97,462,2.9
472,Product_472,Beauty,473.04,14,1.4
473,Product_473,Beauty,4270.91,121,3.5
474,Product_474,Electronics,2526.22,418,4.1
475,Product_475,Beauty,2454.87,437,1
476,Product_476,Beauty,3002.8,377,4.4
477,Product_477,Sports,4140.94,20,1.7
478,Product_478,Beauty,1804.27,75,3.2
479,Product_479,Home & Kitchen,3422.28,400,2.7
480,Product_480,Books,2872.09,243,3.9
481,Product_481,Clothing,1408.44,223,2.5
482,Product_482,Home & Kitchen,4405.29,70,4.5
483,Product_483,Beauty,4007.39,312,3.9
484,Product_484,Sports,3326.41,211,3.6
485,Product_485,Electronics,4267.85,101,4.2
486,Product_486,Beauty,4349.74,186,4
487,Product_487,Sports,3570.98,132,1.1
488,Product_488,Books,4201.37,111,2.6
489,Product_489,Beauty,3517.61,381,4.7
490,Product_490,Electronics,3432.69,132,1.5
491,Product_491,Sports,3131.2,20,3.9
492,Product_492,Sports,3788.31,394,4.9
493,Product_493,Sports,877.17,24,1.2
494,Product_494,Books,4416.27,227,3.7
495,Product_495,Beauty,4372.03,154,2.9
496,Product_496,Books,243.31,293,3.3
497,Product_497,Clothing,4146.5,230,1.3
498,Product_498,Clothing,731.46,469,1.2
499,Product_499,Beauty,1742.08,310,3.7
500,Product_500,Books,3743.19,488,4.3
501,Product_501,Electronics,887.72,359,4.1
502,Product_502,Sports,4108.04,405,3.2
503,Product_503,Sports,4177.46,202,1.4
504,Product_504,Beauty,2586.59,38,3.8
505,Product_505,Clothing,131.29,430,2
506,Product_506,Clothing,1506.49,260,4.6
507,Product_507,Sports,3122.94,188,4.4
508,Product_508,Beauty,4907.81,57,3.8
509,Product_509,Books,3195.89,429,4.8
510,Product_510,Clothing,1373.04,20,1.1
511,Product_511,Books,3206.63,273,3.9
512,Product_512,Clothing,2745.93,119,2.3
513,Product_513,Clothing,3921.24,71,4.6
514,Product_514,Home & Kitchen,624.21,4,2.1
515,Product_515,Clothing,3829.04,221,3.9
516,Product_516,Electronics,2752.21,14,4.5
517,Product_517,Beauty,4818.66,3,1.2
518,Product_518,Beauty,1775.17,216,2.6
519,Product_519,Books,3199.85,229,4
520,Product_520,Clothing,4666.94,336,2.8
521,Product_521,Electronics,602.3,186,2.1
522,Product_522,Books,4692.42,55,1.9
523,Product_523,Home & Kitchen,3470.64,388,1.5
524,Product_524,Books,432.4,376,4.4
525,Product_525,Books,1574.72,254,3.3
526,Product_526,Clothing,3570.04,24,1.3
527,Product_527,Home & Kitchen,430.02,162,2.5
528,Product_528,Books,2952.64,158,2.5
529,Product_529,Electronics,1794.83,82,1.7
530,Product_530,Electronics,3142.49,403,2.7
531,Product_531,Beauty,324.14,159,2.3
532,Product_532,Home & Kitchen,4370.53,188,2.4
533,Product_533,Home & Kitchen,4870.1,60,4
534,Product_534,Beauty,4847.5,403,1.9
535,Product_535,Books,3773.29,305,3.6
536,Product_536,Home & Kitchen,737.42,319,3.3
537,Product_537,Electronics,3815.49,366,3.3
538,Product_538,Electronics,220.48,211,3.7
539,Product_539,Clothing,208.41,406,3.2
540,Product_540,Home & Kitchen,1685.69,152,4.5
541,Product_541,Books,2494.35,109,3.7
542,Product_542,Beauty,3875,76,3.2
543,Product_543,Beauty,3448.15,30,4.3
544,Product_544,Books,2284.92,314,3.4
545,Product_545,Sports,1440.77,486,2.2
546,Product_546,Clothing,4985.91,117,1.8
547,Product_547,Beauty,2188.29,415,1.6
548,Product_548,Home & Kitchen,2311.8,356,4.6
549,Product_549,Clothing,901.76,192,3.8
550,Product_550,Home & Kitchen,3994.57,19,4.7
551,Product_551,Electronics,3499.04,432,3.4
552,Product_552,Clothing,1181.77,173,2.9
553,Product_553,Beauty,503.67,228,1.2
554,Product_554,Clothing,3434.45,350,3.7
555,Product_555,Clothing,3307.1,183,3.3
556,Product_556,Clothing,1438.97,113,5
557,Product_557,Sports,4759.23,183,2
558,Product_558,Clothing,840.18,481,3.1
559,Product_559,Home & Kitchen,2218.44,146,3.6
560,Product_560,Electronics,4723.72,319,3.6
561,Product_561,Books,2156.66,116,3.2
562,Product_562,Clothing,3228.78,113,4.1
563,Product_563,Beauty,2048.21,251,1.8
564,Product_564,Clothing,1443.65,476,3.9
565,Product_565,Beauty,4921.49,251,3.5
566,Product_566,Home & Kitchen,2105.74,303,4.6
567,Product_567,Beauty,4481.09,459,4.4
568,Product_568,Books,1226.78,313,2.3
569,Product_569,Electronics,1144.21,118,2.1
570,Product_570,Beauty,252.56,301,4.9
571,Product_571,Beauty,3293.17,161,3.1
572,Product_572,Electronics,1905.78,401,4.6
573,Product_573,Books,4335.36,198,1.7
574,Product_574,Clothing,2418.73,260,3.6
575,Product_575,Beauty,4844.15,148,4.2
576,Product_576,Electronics,1009.08,240,4.8
577,Product_577,Home & Kitchen,4356.25,47,2.3
578,Product_578,Electronics,3905.32,475,3.9
579,Product_579,Home & Kitchen,3877.52,399,3.2
580,Product_580,Books,4239.44,198,1.2
581,Product_581,Clothing,3829.02,47,3.8
582,Product_582,Electronics,3168.48,78,3.8
583,Product_583,Sports,743.1,124,4.7
584,Product_584,Beauty,259.38,75,3
585,Product_585,Books,4612.15,359,1.9
586,Product_586,Electronics,3121.59,137,1.2
587,Product_587,Beauty,4003.03,90,2.7
588,Product_588,Electronics,2459.46,400,2.2
589,Product_589,Home & Kitchen,674.81,325,4
590,Product_590,Electronics,713.41,61,2.4
591,Product_591,Sports,3459.27,138,4.8
592,Product_592,Electronics,2208.5,50,4.8
593,Product_593,Electronics,1082.57,259,3.5
594,Product_594,Sports,2508.81,461,4.7
595,Product_595,Books,414.62,107,4
596,Product_596,Electronics,2951.66,113,3.2
597,Product_597,Sports,1418.07,350,1.7
598,Product_598,Beauty,4008.04,254,2.8
599,Product_599,Home & Kitchen,1620.77,118,3.2
600,Product_600,Home & Kitchen,2330.58,493,4.5
601,Product_601,Electronics,156.94,198,2.9
602,Product_602,Books,454.99,337,4.6
603,Product_603,Books,2023.22,365,3.7
604,Product_604,Beauty,2451.7,51,1.5
605,Product_605,Electronics,3040.1,245,5
606,Product_606,Home & Kitchen,1529.15,403,3.1
607,Product_607,Books,3505.41,426,2.6
608,Product_608,Electronics,4314.6,35,3.6
609,Product_609,Books,3921.27,302,1.4
610,Product_610,Sports,294.13,410,3.5
611,Product_611,Books,2454.48,499,3
612,Product_612,Home & Kitchen,614.16,69,2.6
613,Product_613,Clothing,1286.02,349,4.8
614,Product_614,Beauty,4934.65,320,3.1
